city,airport_name,code,country,region,slug,theme
City 3349,City 3349 International Airport,EYU,Country 49,North America,city-3349-eyu,luxury city breaks
City 3350,City 3350 International Airport,EYV,Country 50,Europe,city-3350-eyv,business travel
City 3351,City 3351 International Airport,EYW,Country 51,Middle East,city-3351-eyw,premium long-haul demand
City 3352,City 3352 International Airport,EYX,Country 52,Asia Pacific,city-3352-eyx,honeymoon travel
City 3353,City 3353 International Airport,EYY,Country 53,Latin America,city-3353-eyy,executive itineraries
City 3354,City 3354 International Airport,EYZ,Country 54,Africa,city-3354-eyz,family premium travel
City 3355,City 3355 International Airport,EZA,Country 55,North America,city-3355-eza,luxury city breaks
City 3356,City 3356 International Airport,EZB,Country 56,Europe,city-3356-ezb,business travel
City 3357,City 3357 International Airport,EZC,Country 57,Middle East,city-3357-ezc,premium long-haul demand
City 3358,City 3358 International Airport,EZD,Country 58,Asia Pacific,city-3358-ezd,honeymoon travel
City 3359,City 3359 International Airport,EZE,Country 59,Latin America,city-3359-eze,executive itineraries
City 3360,City 3360 International Airport,EZF,Country 60,Africa,city-3360-ezf,family premium travel
City 3361,City 3361 International Airport,EZG,Country 61,North America,city-3361-ezg,luxury city breaks
City 3362,City 3362 International Airport,EZH,Country 62,Europe,city-3362-ezh,business travel
City 3363,City 3363 International Airport,EZI,Country 63,Middle East,city-3363-ezi,premium long-haul demand
City 3364,City 3364 International Airport,EZJ,Country 64,Asia Pacific,city-3364-ezj,honeymoon travel
City 3365,City 3365 International Airport,EZK,Country 65,Latin America,city-3365-ezk,executive itineraries
City 3366,City 3366 International Airport,EZL,Country 66,Africa,city-3366-ezl,family premium travel
City 3367,City 3367 International Airport,EZM,Country 67,North America,city-3367-ezm,luxury city breaks
City 3368,City 3368 International Airport,EZN,Country 68,Europe,city-3368-ezn,business travel
City 3369,City 3369 International Airport,EZO,Country 69,Middle East,city-3369-ezo,premium long-haul demand
City 3370,City 3370 International Airport,EZP,Country 70,Asia Pacific,city-3370-ezp,honeymoon travel
City 3371,City 3371 International Airport,EZQ,Country 71,Latin America,city-3371-ezq,executive itineraries
City 3372,City 3372 International Airport,EZR,Country 72,Africa,city-3372-ezr,family premium travel
City 3373,City 3373 International Airport,EZS,Country 73,North America,city-3373-ezs,luxury city breaks
City 3374,City 3374 International Airport,EZT,Country 74,Europe,city-3374-ezt,business travel
City 3375,City 3375 International Airport,EZU,Country 75,Middle East,city-3375-ezu,premium long-haul demand
City 3376,City 3376 International Airport,EZV,Country 76,Asia Pacific,city-3376-ezv,honeymoon travel
City 3377,City 3377 International Airport,EZW,Country 77,Latin America,city-3377-ezw,executive itineraries
City 3378,City 3378 International Airport,EZX,Country 78,Africa,city-3378-ezx,family premium travel
City 3379,City 3379 International Airport,EZY,Country 79,North America,city-3379-ezy,luxury city breaks
City 3380,City 3380 International Airport,EZZ,Country 80,Europe,city-3380-ezz,business travel
City 3381,City 3381 International Airport,FAA,Country 81,Middle East,city-3381-faa,premium long-haul demand
City 3382,City 3382 International Airport,FAB,Country 82,Asia Pacific,city-3382-fab,honeymoon travel
City 3383,City 3383 International Airport,FAC,Country 83,Latin America,city-3383-fac,executive itineraries
City 3384,City 3384 International Airport,FAD,Country 84,Africa,city-3384-fad,family premium travel
City 3385,City 3385 International Airport,FAE,Country 85,North America,city-3385-fae,luxury city breaks
City 3386,City 3386 International Airport,FAF,Country 86,Europe,city-3386-faf,business travel
City 3387,City 3387 International Airport,FAG,Country 87,Middle East,city-3387-fag,premium long-haul demand
City 3388,City 3388 International Airport,FAH,Country 88,Asia Pacific,city-3388-fah,honeymoon travel
City 3389,City 3389 International Airport,FAI,Country 89,Latin America,city-3389-fai,executive itineraries
City 3390,City 3390 International Airport,FAJ,Country 90,Africa,city-3390-faj,family premium travel
City 3391,City 3391 International Airport,FAK,Country 91,North America,city-3391-fak,luxury city breaks
City 3392,City 3392 International Airport,FAL,Country 92,Europe,city-3392-fal,business travel
City 3393,City 3393 International Airport,FAM,Country 93,Middle East,city-3393-fam,premium long-haul demand
City 3394,City 3394 International Airport,FAN,Country 94,Asia Pacific,city-3394-fan,honeymoon travel
City 3395,City 3395 International Airport,FAO,Country 95,Latin America,city-3395-fao,executive itineraries
City 3396,City 3396 International Airport,FAP,Country 96,Africa,city-3396-fap,family premium travel
City 3397,City 3397 International Airport,FAQ,Country 97,North America,city-3397-faq,luxury city breaks
City 3398,City 3398 International Airport,FAR,Country 98,Europe,city-3398-far,business travel
City 3399,City 3399 International Airport,FAS,Country 99,Middle East,city-3399-fas,premium long-haul demand
City 3400,City 3400 International Airport,FAT,Country 100,Asia Pacific,city-3400-fat,honeymoon travel
City 3401,City 3401 International Airport,FAU,Country 101,Latin America,city-3401-fau,executive itineraries
City 3402,City 3402 International Airport,FAV,Country 102,Africa,city-3402-fav,family premium travel
City 3403,City 3403 International Airport,FAW,Country 103,North America,city-3403-faw,luxury city breaks
City 3404,City 3404 International Airport,FAX,Country 104,Europe,city-3404-fax,business travel
City 3405,City 3405 International Airport,FAY,Country 105,Middle East,city-3405-fay,premium long-haul demand
City 3406,City 3406 International Airport,FAZ,Country 106,Asia Pacific,city-3406-faz,honeymoon travel
City 3407,City 3407 International Airport,FBA,Country 107,Latin America,city-3407-fba,executive itineraries
City 3408,City 3408 International Airport,FBB,Country 108,Africa,city-3408-fbb,family premium travel
City 3409,City 3409 International Airport,FBC,Country 109,North America,city-3409-fbc,luxury city breaks
City 3410,City 3410 International Airport,FBD,Country 110,Europe,city-3410-fbd,business travel
City 3411,City 3411 International Airport,FBE,Country 111,Middle East,city-3411-fbe,premium long-haul demand
City 3412,City 3412 International Airport,FBF,Country 112,Asia Pacific,city-3412-fbf,honeymoon travel
City 3413,City 3413 International Airport,FBG,Country 113,Latin America,city-3413-fbg,executive itineraries
City 3414,City 3414 International Airport,FBH,Country 114,Africa,city-3414-fbh,family premium travel
City 3415,City 3415 International Airport,FBI,Country 115,North America,city-3415-fbi,luxury city breaks
City 3416,City 3416 International Airport,FBJ,Country 116,Europe,city-3416-fbj,business travel
City 3417,City 3417 International Airport,FBK,Country 117,Middle East,city-3417-fbk,premium long-haul demand
City 3418,City 3418 International Airport,FBL,Country 118,Asia Pacific,city-3418-fbl,honeymoon travel
City 3419,City 3419 International Airport,FBM,Country 119,Latin America,city-3419-fbm,executive itineraries
City 3420,City 3420 International Airport,FBN,Country 120,Africa,city-3420-fbn,family premium travel
City 3421,City 3421 International Airport,FBO,Country 121,North America,city-3421-fbo,luxury city breaks
City 3422,City 3422 International Airport,FBP,Country 122,Europe,city-3422-fbp,business travel
City 3423,City 3423 International Airport,FBQ,Country 123,Middle East,city-3423-fbq,premium long-haul demand
City 3424,City 3424 International Airport,FBR,Country 124,Asia Pacific,city-3424-fbr,honeymoon travel
City 3425,City 3425 International Airport,FBS,Country 125,Latin America,city-3425-fbs,executive itineraries
City 3426,City 3426 International Airport,FBT,Country 126,Africa,city-3426-fbt,family premium travel
City 3427,City 3427 International Airport,FBU,Country 127,North America,city-3427-fbu,luxury city breaks
City 3428,City 3428 International Airport,FBV,Country 128,Europe,city-3428-fbv,business travel
City 3429,City 3429 International Airport,FBW,Country 129,Middle East,city-3429-fbw,premium long-haul demand
City 3430,City 3430 International Airport,FBX,Country 130,Asia Pacific,city-3430-fbx,honeymoon travel
City 3431,City 3431 International Airport,FBY,Country 131,Latin America,city-3431-fby,executive itineraries
City 3432,City 3432 International Airport,FBZ,Country 132,Africa,city-3432-fbz,family premium travel
City 3433,City 3433 International Airport,FCA,Country 133,North America,city-3433-fca,luxury city breaks
City 3434,City 3434 International Airport,FCB,Country 134,Europe,city-3434-fcb,business travel
City 3435,City 3435 International Airport,FCC,Country 135,Middle East,city-3435-fcc,premium long-haul demand
City 3436,City 3436 International Airport,FCD,Country 136,Asia Pacific,city-3436-fcd,honeymoon travel
City 3437,City 3437 International Airport,FCE,Country 137,Latin America,city-3437-fce,executive itineraries
City 3438,City 3438 International Airport,FCF,Country 138,Africa,city-3438-fcf,family premium travel
City 3439,City 3439 International Airport,FCG,Country 139,North America,city-3439-fcg,luxury city breaks
City 3440,City 3440 International Airport,FCH,Country 140,Europe,city-3440-fch,business travel
City 3441,City 3441 International Airport,FCI,Country 141,Middle East,city-3441-fci,premium long-haul demand
City 3442,City 3442 International Airport,FCJ,Country 142,Asia Pacific,city-3442-fcj,honeymoon travel
City 3443,City 3443 International Airport,FCK,Country 143,Latin America,city-3443-fck,executive itineraries
City 3444,City 3444 International Airport,FCL,Country 144,Africa,city-3444-fcl,family premium travel
City 3445,City 3445 International Airport,FCM,Country 145,North America,city-3445-fcm,luxury city breaks
City 3446,City 3446 International Airport,FCN,Country 146,Europe,city-3446-fcn,business travel
City 3447,City 3447 International Airport,FCO,Country 147,Middle East,city-3447-fco,premium long-haul demand
City 3448,City 3448 International Airport,FCP,Country 148,Asia Pacific,city-3448-fcp,honeymoon travel
City 3449,City 3449 International Airport,FCQ,Country 149,Latin America,city-3449-fcq,executive itineraries
City 3450,City 3450 International Airport,FCR,Country 150,Africa,city-3450-fcr,family premium travel
City 3451,City 3451 International Airport,FCS,Country 151,North America,city-3451-fcs,luxury city breaks
City 3452,City 3452 International Airport,FCT,Country 152,Europe,city-3452-fct,business travel
City 3453,City 3453 International Airport,FCU,Country 153,Middle East,city-3453-fcu,premium long-haul demand
City 3454,City 3454 International Airport,FCV,Country 154,Asia Pacific,city-3454-fcv,honeymoon travel
City 3455,City 3455 International Airport,FCW,Country 155,Latin America,city-3455-fcw,executive itineraries
City 3456,City 3456 International Airport,FCX,Country 156,Africa,city-3456-fcx,family premium travel
City 3457,City 3457 International Airport,FCY,Country 157,North America,city-3457-fcy,luxury city breaks
City 3458,City 3458 International Airport,FCZ,Country 158,Europe,city-3458-fcz,business travel
City 3459,City 3459 International Airport,FDA,Country 159,Middle East,city-3459-fda,premium long-haul demand
City 3460,City 3460 International Airport,FDB,Country 160,Asia Pacific,city-3460-fdb,honeymoon travel
City 3461,City 3461 International Airport,FDC,Country 161,Latin America,city-3461-fdc,executive itineraries
City 3462,City 3462 International Airport,FDD,Country 162,Africa,city-3462-fdd,family premium travel
City 3463,City 3463 International Airport,FDE,Country 163,North America,city-3463-fde,luxury city breaks
City 3464,City 3464 International Airport,FDF,Country 164,Europe,city-3464-fdf,business travel
City 3465,City 3465 International Airport,FDG,Country 165,Middle East,city-3465-fdg,premium long-haul demand
City 3466,City 3466 International Airport,FDH,Country 166,Asia Pacific,city-3466-fdh,honeymoon travel
City 3467,City 3467 International Airport,FDI,Country 167,Latin America,city-3467-fdi,executive itineraries
City 3468,City 3468 International Airport,FDJ,Country 168,Africa,city-3468-fdj,family premium travel
City 3469,City 3469 International Airport,FDK,Country 169,North America,city-3469-fdk,luxury city breaks
City 3470,City 3470 International Airport,FDL,Country 170,Europe,city-3470-fdl,business travel
City 3471,City 3471 International Airport,FDM,Country 171,Middle East,city-3471-fdm,premium long-haul demand
City 3472,City 3472 International Airport,FDN,Country 172,Asia Pacific,city-3472-fdn,honeymoon travel
City 3473,City 3473 International Airport,FDO,Country 173,Latin America,city-3473-fdo,executive itineraries
City 3474,City 3474 International Airport,FDP,Country 174,Africa,city-3474-fdp,family premium travel
City 3475,City 3475 International Airport,FDQ,Country 175,North America,city-3475-fdq,luxury city breaks
City 3476,City 3476 International Airport,FDR,Country 176,Europe,city-3476-fdr,business travel
City 3477,City 3477 International Airport,FDS,Country 177,Middle East,city-3477-fds,premium long-haul demand
City 3478,City 3478 International Airport,FDT,Country 178,Asia Pacific,city-3478-fdt,honeymoon travel
City 3479,City 3479 International Airport,FDU,Country 179,Latin America,city-3479-fdu,executive itineraries
City 3480,City 3480 International Airport,FDV,Country 180,Africa,city-3480-fdv,family premium travel
City 3481,City 3481 International Airport,FDW,Country 181,North America,city-3481-fdw,luxury city breaks
City 3482,City 3482 International Airport,FDX,Country 182,Europe,city-3482-fdx,business travel
City 3483,City 3483 International Airport,FDY,Country 183,Middle East,city-3483-fdy,premium long-haul demand
City 3484,City 3484 International Airport,FDZ,Country 184,Asia Pacific,city-3484-fdz,honeymoon travel
City 3485,City 3485 International Airport,FEA,Country 185,Latin America,city-3485-fea,executive itineraries
City 3486,City 3486 International Airport,FEB,Country 186,Africa,city-3486-feb,family premium travel
City 3487,City 3487 International Airport,FEC,Country 187,North America,city-3487-fec,luxury city breaks
City 3488,City 3488 International Airport,FED,Country 188,Europe,city-3488-fed,business travel
City 3489,City 3489 International Airport,FEE,Country 189,Middle East,city-3489-fee,premium long-haul demand
City 3490,City 3490 International Airport,FEF,Country 190,Asia Pacific,city-3490-fef,honeymoon travel
City 3491,City 3491 International Airport,FEG,Country 191,Latin America,city-3491-feg,executive itineraries
City 3492,City 3492 International Airport,FEH,Country 192,Africa,city-3492-feh,family premium travel
City 3493,City 3493 International Airport,FEI,Country 193,North America,city-3493-fei,luxury city breaks
City 3494,City 3494 International Airport,FEJ,Country 194,Europe,city-3494-fej,business travel
City 3495,City 3495 International Airport,FEK,Country 195,Middle East,city-3495-fek,premium long-haul demand
City 3496,City 3496 International Airport,FEL,Country 196,Asia Pacific,city-3496-fel,honeymoon travel
City 3497,City 3497 International Airport,FEM,Country 197,Latin America,city-3497-fem,executive itineraries
City 3498,City 3498 International Airport,FEN,Country 198,Africa,city-3498-fen,family premium travel
City 3499,City 3499 International Airport,FEO,Country 199,North America,city-3499-feo,luxury city breaks
City 3500,City 3500 International Airport,FEP,Country 200,Europe,city-3500-fep,business travel
City 3501,City 3501 International Airport,FEQ,Country 201,Middle East,city-3501-feq,premium long-haul demand
City 3502,City 3502 International Airport,FER,Country 202,Asia Pacific,city-3502-fer,honeymoon travel
City 3503,City 3503 International Airport,FES,Country 203,Latin America,city-3503-fes,executive itineraries
City 3504,City 3504 International Airport,FET,Country 204,Africa,city-3504-fet,family premium travel
City 3505,City 3505 International Airport,FEU,Country 205,North America,city-3505-feu,luxury city breaks
City 3506,City 3506 International Airport,FEV,Country 206,Europe,city-3506-fev,business travel
City 3507,City 3507 International Airport,FEW,Country 207,Middle East,city-3507-few,premium long-haul demand
City 3508,City 3508 International Airport,FEX,Country 208,Asia Pacific,city-3508-fex,honeymoon travel
City 3509,City 3509 International Airport,FEY,Country 209,Latin America,city-3509-fey,executive itineraries
City 3510,City 3510 International Airport,FEZ,Country 210,Africa,city-3510-fez,family premium travel
City 3511,City 3511 International Airport,FFA,Country 211,North America,city-3511-ffa,luxury city breaks
City 3512,City 3512 International Airport,FFB,Country 212,Europe,city-3512-ffb,business travel
City 3513,City 3513 International Airport,FFC,Country 213,Middle East,city-3513-ffc,premium long-haul demand
City 3514,City 3514 International Airport,FFD,Country 214,Asia Pacific,city-3514-ffd,honeymoon travel
City 3515,City 3515 International Airport,FFE,Country 215,Latin America,city-3515-ffe,executive itineraries
City 3516,City 3516 International Airport,FFF,Country 216,Africa,city-3516-fff,family premium travel
City 3517,City 3517 International Airport,FFG,Country 217,North America,city-3517-ffg,luxury city breaks
City 3518,City 3518 International Airport,FFH,Country 218,Europe,city-3518-ffh,business travel
City 3519,City 3519 International Airport,FFI,Country 219,Middle East,city-3519-ffi,premium long-haul demand
City 3520,City 3520 International Airport,FFJ,Country 220,Asia Pacific,city-3520-ffj,honeymoon travel
City 3521,City 3521 International Airport,FFK,Country 1,Latin America,city-3521-ffk,executive itineraries
City 3522,City 3522 International Airport,FFL,Country 2,Africa,city-3522-ffl,family premium travel
City 3523,City 3523 International Airport,FFM,Country 3,North America,city-3523-ffm,luxury city breaks
City 3524,City 3524 International Airport,FFN,Country 4,Europe,city-3524-ffn,business travel
City 3525,City 3525 International Airport,FFO,Country 5,Middle East,city-3525-ffo,premium long-haul demand
City 3526,City 3526 International Airport,FFP,Country 6,Asia Pacific,city-3526-ffp,honeymoon travel
City 3527,City 3527 International Airport,FFQ,Country 7,Latin America,city-3527-ffq,executive itineraries
City 3528,City 3528 International Airport,FFR,Country 8,Africa,city-3528-ffr,family premium travel
City 3529,City 3529 International Airport,FFS,Country 9,North America,city-3529-ffs,luxury city breaks
City 3530,City 3530 International Airport,FFT,Country 10,Europe,city-3530-fft,business travel
City 3531,City 3531 International Airport,FFU,Country 11,Middle East,city-3531-ffu,premium long-haul demand
City 3532,City 3532 International Airport,FFV,Country 12,Asia Pacific,city-3532-ffv,honeymoon travel
City 3533,City 3533 International Airport,FFW,Country 13,Latin America,city-3533-ffw,executive itineraries
City 3534,City 3534 International Airport,FFX,Country 14,Africa,city-3534-ffx,family premium travel
City 3535,City 3535 International Airport,FFY,Country 15,North America,city-3535-ffy,luxury city breaks
City 3536,City 3536 International Airport,FFZ,Country 16,Europe,city-3536-ffz,business travel
City 3537,City 3537 International Airport,FGA,Country 17,Middle East,city-3537-fga,premium long-haul demand
City 3538,City 3538 International Airport,FGB,Country 18,Asia Pacific,city-3538-fgb,honeymoon travel
City 3539,City 3539 International Airport,FGC,Country 19,Latin America,city-3539-fgc,executive itineraries
City 3540,City 3540 International Airport,FGD,Country 20,Africa,city-3540-fgd,family premium travel
City 3541,City 3541 International Airport,FGE,Country 21,North America,city-3541-fge,luxury city breaks
City 3542,City 3542 International Airport,FGF,Country 22,Europe,city-3542-fgf,business travel
City 3543,City 3543 International Airport,FGG,Country 23,Middle East,city-3543-fgg,premium long-haul demand
City 3544,City 3544 International Airport,FGH,Country 24,Asia Pacific,city-3544-fgh,honeymoon travel
City 3545,City 3545 International Airport,FGI,Country 25,Latin America,city-3545-fgi,executive itineraries
City 3546,City 3546 International Airport,FGJ,Country 26,Africa,city-3546-fgj,family premium travel
City 3547,City 3547 International Airport,FGK,Country 27,North America,city-3547-fgk,luxury city breaks
City 3548,City 3548 International Airport,FGL,Country 28,Europe,city-3548-fgl,business travel
City 3549,City 3549 International Airport,FGM,Country 29,Middle East,city-3549-fgm,premium long-haul demand
City 3550,City 3550 International Airport,FGN,Country 30,Asia Pacific,city-3550-fgn,honeymoon travel
City 3551,City 3551 International Airport,FGO,Country 31,Latin America,city-3551-fgo,executive itineraries
City 3552,City 3552 International Airport,FGP,Country 32,Africa,city-3552-fgp,family premium travel
City 3553,City 3553 International Airport,FGQ,Country 33,North America,city-3553-fgq,luxury city breaks
City 3554,City 3554 International Airport,FGR,Country 34,Europe,city-3554-fgr,business travel
City 3555,City 3555 International Airport,FGS,Country 35,Middle East,city-3555-fgs,premium long-haul demand
City 3556,City 3556 International Airport,FGT,Country 36,Asia Pacific,city-3556-fgt,honeymoon travel
City 3557,City 3557 International Airport,FGU,Country 37,Latin America,city-3557-fgu,executive itineraries
City 3558,City 3558 International Airport,FGV,Country 38,Africa,city-3558-fgv,family premium travel
City 3559,City 3559 International Airport,FGW,Country 39,North America,city-3559-fgw,luxury city breaks
City 3560,City 3560 International Airport,FGX,Country 40,Europe,city-3560-fgx,business travel
City 3561,City 3561 International Airport,FGY,Country 41,Middle East,city-3561-fgy,premium long-haul demand
City 3562,City 3562 International Airport,FGZ,Country 42,Asia Pacific,city-3562-fgz,honeymoon travel
City 3563,City 3563 International Airport,FHA,Country 43,Latin America,city-3563-fha,executive itineraries
City 3564,City 3564 International Airport,FHB,Country 44,Africa,city-3564-fhb,family premium travel
City 3565,City 3565 International Airport,FHC,Country 45,North America,city-3565-fhc,luxury city breaks
City 3566,City 3566 International Airport,FHD,Country 46,Europe,city-3566-fhd,business travel
City 3567,City 3567 International Airport,FHE,Country 47,Middle East,city-3567-fhe,premium long-haul demand
City 3568,City 3568 International Airport,FHF,Country 48,Asia Pacific,city-3568-fhf,honeymoon travel
City 3569,City 3569 International Airport,FHG,Country 49,Latin America,city-3569-fhg,executive itineraries
City 3570,City 3570 International Airport,FHH,Country 50,Africa,city-3570-fhh,family premium travel
City 3571,City 3571 International Airport,FHI,Country 51,North America,city-3571-fhi,luxury city breaks
City 3572,City 3572 International Airport,FHJ,Country 52,Europe,city-3572-fhj,business travel
City 3573,City 3573 International Airport,FHK,Country 53,Middle East,city-3573-fhk,premium long-haul demand
City 3574,City 3574 International Airport,FHL,Country 54,Asia Pacific,city-3574-fhl,honeymoon travel
City 3575,City 3575 International Airport,FHM,Country 55,Latin America,city-3575-fhm,executive itineraries
City 3576,City 3576 International Airport,FHN,Country 56,Africa,city-3576-fhn,family premium travel
City 3577,City 3577 International Airport,FHO,Country 57,North America,city-3577-fho,luxury city breaks
City 3578,City 3578 International Airport,FHP,Country 58,Europe,city-3578-fhp,business travel
City 3579,City 3579 International Airport,FHQ,Country 59,Middle East,city-3579-fhq,premium long-haul demand
City 3580,City 3580 International Airport,FHR,Country 60,Asia Pacific,city-3580-fhr,honeymoon travel
City 3581,City 3581 International Airport,FHS,Country 61,Latin America,city-3581-fhs,executive itineraries
City 3582,City 3582 International Airport,FHT,Country 62,Africa,city-3582-fht,family premium travel
City 3583,City 3583 International Airport,FHU,Country 63,North America,city-3583-fhu,luxury city breaks
City 3584,City 3584 International Airport,FHV,Country 64,Europe,city-3584-fhv,business travel
City 3585,City 3585 International Airport,FHW,Country 65,Middle East,city-3585-fhw,premium long-haul demand
City 3586,City 3586 International Airport,FHX,Country 66,Asia Pacific,city-3586-fhx,honeymoon travel
City 3587,City 3587 International Airport,FHY,Country 67,Latin America,city-3587-fhy,executive itineraries
City 3588,City 3588 International Airport,FHZ,Country 68,Africa,city-3588-fhz,family premium travel
City 3589,City 3589 International Airport,FIA,Country 69,North America,city-3589-fia,luxury city breaks
City 3590,City 3590 International Airport,FIB,Country 70,Europe,city-3590-fib,business travel
City 3591,City 3591 International Airport,FIC,Country 71,Middle East,city-3591-fic,premium long-haul demand
City 3592,City 3592 International Airport,FID,Country 72,Asia Pacific,city-3592-fid,honeymoon travel
City 3593,City 3593 International Airport,FIE,Country 73,Latin America,city-3593-fie,executive itineraries
City 3594,City 3594 International Airport,FIF,Country 74,Africa,city-3594-fif,family premium travel
City 3595,City 3595 International Airport,FIG,Country 75,North America,city-3595-fig,luxury city breaks
City 3596,City 3596 International Airport,FIH,Country 76,Europe,city-3596-fih,business travel
City 3597,City 3597 International Airport,FII,Country 77,Middle East,city-3597-fii,premium long-haul demand
City 3598,City 3598 International Airport,FIJ,Country 78,Asia Pacific,city-3598-fij,honeymoon travel
City 3599,City 3599 International Airport,FIK,Country 79,Latin America,city-3599-fik,executive itineraries
City 3600,City 3600 International Airport,FIL,Country 80,Africa,city-3600-fil,family premium travel
City 3601,City 3601 International Airport,FIM,Country 81,North America,city-3601-fim,luxury city breaks
City 3602,City 3602 International Airport,FIN,Country 82,Europe,city-3602-fin,business travel
City 3603,City 3603 International Airport,FIO,Country 83,Middle East,city-3603-fio,premium long-haul demand
City 3604,City 3604 International Airport,FIP,Country 84,Asia Pacific,city-3604-fip,honeymoon travel
City 3605,City 3605 International Airport,FIQ,Country 85,Latin America,city-3605-fiq,executive itineraries
City 3606,City 3606 International Airport,FIR,Country 86,Africa,city-3606-fir,family premium travel
City 3607,City 3607 International Airport,FIS,Country 87,North America,city-3607-fis,luxury city breaks
City 3608,City 3608 International Airport,FIT,Country 88,Europe,city-3608-fit,business travel
City 3609,City 3609 International Airport,FIU,Country 89,Middle East,city-3609-fiu,premium long-haul demand
City 3610,City 3610 International Airport,FIV,Country 90,Asia Pacific,city-3610-fiv,honeymoon travel
City 3611,City 3611 International Airport,FIW,Country 91,Latin America,city-3611-fiw,executive itineraries
City 3612,City 3612 International Airport,FIX,Country 92,Africa,city-3612-fix,family premium travel
City 3613,City 3613 International Airport,FIY,Country 93,North America,city-3613-fiy,luxury city breaks
City 3614,City 3614 International Airport,FIZ,Country 94,Europe,city-3614-fiz,business travel
City 3615,City 3615 International Airport,FJA,Country 95,Middle East,city-3615-fja,premium long-haul demand
City 3616,City 3616 International Airport,FJB,Country 96,Asia Pacific,city-3616-fjb,honeymoon travel
City 3617,City 3617 International Airport,FJC,Country 97,Latin America,city-3617-fjc,executive itineraries
City 3618,City 3618 International Airport,FJD,Country 98,Africa,city-3618-fjd,family premium travel
City 3619,City 3619 International Airport,FJE,Country 99,North America,city-3619-fje,luxury city breaks
City 3620,City 3620 International Airport,FJF,Country 100,Europe,city-3620-fjf,business travel
City 3621,City 3621 International Airport,FJG,Country 101,Middle East,city-3621-fjg,premium long-haul demand
City 3622,City 3622 International Airport,FJH,Country 102,Asia Pacific,city-3622-fjh,honeymoon travel
City 3623,City 3623 International Airport,FJI,Country 103,Latin America,city-3623-fji,executive itineraries
City 3624,City 3624 International Airport,FJJ,Country 104,Africa,city-3624-fjj,family premium travel
City 3625,City 3625 International Airport,FJK,Country 105,North America,city-3625-fjk,luxury city breaks
City 3626,City 3626 International Airport,FJL,Country 106,Europe,city-3626-fjl,business travel
City 3627,City 3627 International Airport,FJM,Country 107,Middle East,city-3627-fjm,premium long-haul demand
City 3628,City 3628 International Airport,FJN,Country 108,Asia Pacific,city-3628-fjn,honeymoon travel
City 3629,City 3629 International Airport,FJO,Country 109,Latin America,city-3629-fjo,executive itineraries
City 3630,City 3630 International Airport,FJP,Country 110,Africa,city-3630-fjp,family premium travel
City 3631,City 3631 International Airport,FJQ,Country 111,North America,city-3631-fjq,luxury city breaks
City 3632,City 3632 International Airport,FJR,Country 112,Europe,city-3632-fjr,business travel
City 3633,City 3633 International Airport,FJS,Country 113,Middle East,city-3633-fjs,premium long-haul demand
City 3634,City 3634 International Airport,FJT,Country 114,Asia Pacific,city-3634-fjt,honeymoon travel
City 3635,City 3635 International Airport,FJU,Country 115,Latin America,city-3635-fju,executive itineraries
City 3636,City 3636 International Airport,FJV,Country 116,Africa,city-3636-fjv,family premium travel
City 3637,City 3637 International Airport,FJW,Country 117,North America,city-3637-fjw,luxury city breaks
City 3638,City 3638 International Airport,FJX,Country 118,Europe,city-3638-fjx,business travel
City 3639,City 3639 International Airport,FJY,Country 119,Middle East,city-3639-fjy,premium long-haul demand
City 3640,City 3640 International Airport,FJZ,Country 120,Asia Pacific,city-3640-fjz,honeymoon travel
City 3641,City 3641 International Airport,FKA,Country 121,Latin America,city-3641-fka,executive itineraries
City 3642,City 3642 International Airport,FKB,Country 122,Africa,city-3642-fkb,family premium travel
City 3643,City 3643 International Airport,FKC,Country 123,North America,city-3643-fkc,luxury city breaks
City 3644,City 3644 International Airport,FKD,Country 124,Europe,city-3644-fkd,business travel
City 3645,City 3645 International Airport,FKE,Country 125,Middle East,city-3645-fke,premium long-haul demand
City 3646,City 3646 International Airport,FKF,Country 126,Asia Pacific,city-3646-fkf,honeymoon travel
City 3647,City 3647 International Airport,FKG,Country 127,Latin America,city-3647-fkg,executive itineraries
City 3648,City 3648 International Airport,FKH,Country 128,Africa,city-3648-fkh,family premium travel
City 3649,City 3649 International Airport,FKI,Country 129,North America,city-3649-fki,luxury city breaks
City 3650,City 3650 International Airport,FKJ,Country 130,Europe,city-3650-fkj,business travel
City 3651,City 3651 International Airport,FKK,Country 131,Middle East,city-3651-fkk,premium long-haul demand
City 3652,City 3652 International Airport,FKL,Country 132,Asia Pacific,city-3652-fkl,honeymoon travel
City 3653,City 3653 International Airport,FKM,Country 133,Latin America,city-3653-fkm,executive itineraries
City 3654,City 3654 International Airport,FKN,Country 134,Africa,city-3654-fkn,family premium travel
City 3655,City 3655 International Airport,FKO,Country 135,North America,city-3655-fko,luxury city breaks
City 3656,City 3656 International Airport,FKP,Country 136,Europe,city-3656-fkp,business travel
City 3657,City 3657 International Airport,FKQ,Country 137,Middle East,city-3657-fkq,premium long-haul demand
City 3658,City 3658 International Airport,FKR,Country 138,Asia Pacific,city-3658-fkr,honeymoon travel
City 3659,City 3659 International Airport,FKS,Country 139,Latin America,city-3659-fks,executive itineraries
City 3660,City 3660 International Airport,FKT,Country 140,Africa,city-3660-fkt,family premium travel
City 3661,City 3661 International Airport,FKU,Country 141,North America,city-3661-fku,luxury city breaks
